SITE_ID,NAME,NOM,STREET,PLAQUE LOCATION,TOWN,PROV,REASON FOR DESIGNATION,RAISION DE LA DESIGNATION,LATITUDE (WGS84),LONGITUDE (WGS84)
690,Manège militaire Voltigeurs de Québec,Manège militaire Voltigeurs de Québec,805 Laurier Avenue East,<Null>,Québec,Quebec,"Unique Château style drill hall, 1887",Manège militaire de style Château construit en 1887; architecture unique,46.806543,-71.213854
648,Manoir Papineau,Manoir Papineau,500 Notre-dame Street,<Null>,Montebello,Quebec,"19th-century manor, home of Patriot leader, Louis-Joseph Papineau","Manoir du XIXe siècle, résidence du chef des Patriotes Louis-Joseph Papineau",45.64594,-74.945893
2177,Maple Leaf Gardens,Maple Leaf Gardens,60 Carlton Street,<Null>,Toronto,Ontario,"One of the most renowned ""shrines"" in the history of hockey and home to the Toronto Maple Leafs for sixty-eight years",Un des « lieux sacrés » les plus célèbres de l'histoire du hockey et stade officiel des Toronto Maple Leafs pendant soixante-huit ans,43.662182,-79.380235
472,Maplelawn & Gardens,Maplelawn et ses jardins,529 Richmond Road,<Null>,Ottawa,Ontario,"Neoclassical residence with walled garden, 1831-34",Maison de style classique entourée d'un jardin clos (1831-34),45.3882,-75.761667
321,Marconi,Marconi,Timmerman and Vivian Streets,Table Head,Glace Bay,Nova Scotia,Frst official wireless message sent across the Atlantic Ocean to England,Emplacement de la premier message radio officiel a été transmis de ce lieu jusqu'en Angleterre,46.21105,-59.952577
315,Marconi Wireless Station,Station de radiotélégraphie Marconi,Marconi Towers Road,<Null>,Glace Bay,Nova Scotia,First regular public transatlantic wireless service,Première station publique assurant un service intercontinental régulier de radiotélégraphie,46.154812,-59.945659
1934,Marie-Reine-du-Monde Cathedral,Cathédrale Marie-Reine-du-Monde,1085 Cathedral Street,<Null>,Montréal,Quebec,"Design based on St. Peter's Basilica in Rome; important symbol of the Ultra Montane Movement in Canada, 1870-94",Concept rappelant la basilique Saint-Pierre de Rome; symbole important du mouvement ultramontain au Canada (1870-94),45.499223,-73.568251
165,Marine Hospital,Hôpital de la Marine,12 Vye Street,<Null>,Miramichi,New Brunswick,"Oldest surviving marine hospital in Canada, 1830-31","Le plus ancien hôpital de la Marine survivant au Canada, 1830-1831",47.022243,-65.510339
657,Marlborough Apartments,Appartements Marlborough,570 Milton Street,<Null>,Montréal,Quebec,"Queen Anne Revival style apartment building, 1900",Immeuble résidentiel de style néo-Queen Anne édifié en 1900,45.506911,-73.575594
81,Marpole Midden,Marpole midden,73rd Avenue at Cartier Street,Marpole Park,Vancouver,British Columbia,"Midden, excavated in 1892",Emplacement d'un tertre mis à jour en 1892,49.205167,-123.137983
185,Marysville Cotton Mill,Filature de coton de Marysville,8 River Street,<Null>,Fredericton,New Brunswick,Typical late 19th-century textile mill,Bâtiment industriel typique des usines de textile de la fin du XIXe siècle,45.978455,-66.588339
811,Marysville Historic District,Arrondissement historique de Marysville,<Null>,<Null>,Fredericton,New Brunswick,Important intact 19th-century company town,Importante ville industrielle d'une compagnie du XIXe siècle,45.980587,-66.589779
1990,Masonic Memorial Temple,Masonic Memorial Temple,295 Saint-Marc St. and 1805 Sherbrooke St. west,on a slab by the entrance,Montréal,Quebec,Exceptionally refined late Beaux-Arts temple; allegorical representation of Freemasonry's enlightenment ideas,Exemple exceptionnellement raffiné d'un temple de la fin du style Beaux-Arts classique; représentation allégorique des idées éclairées de la franc-maçonnerie,45.494687,-73.582913
553,Massey Hall,Massey Hall,178 Victoria Street,<Null>,Toronto,Ontario,"Cultural institution, outstanding acoustics, 1894",Établissement culturel datant de 1894; acoustique remarquable,43.653988,-79.378983
489,Matheson House,Maison Matheson,11 Gore Street East,East side of Gore St. Mounted on wall of building on right side of front door.,Perth,Ontario,"Outstanding example of early Scottish-Canadian architecture, 1840; home of Honourable Roderick Matheson, original owner, prominent citizen of Perth and one of the Dominion's first senators","Remarquable spécimen des premiers bâtiments d'architecture écossaise au Canada; maison de l'honorable Roderick Matheson, éminent citoyen qui fut également un des premiers sénateurs du Dominion",44.900967,-76.250733
816,Mauvide-Genest Manor,Manoir Mauvide-Genest,1451 Avenue Royale,<Null>,Saint-Jean-d'Orléans,Quebec,Distinguished mid 18th-century seigneurial manor; 1734,Manoir seigneurial particulièrement remarquable construit vers le milieu du XVIIe siècle; 1734,46.914143,-70.902638
354,Mazinaw Pictographs,Peintures rupestres Mazinaw,<Null>,<Null>,Bon Echo Provincial Park,Ontario,Largest Algonkian pictograph site in Canada; largest rock art site on the southern Canadian Shield,Site rupestre algonquin où l'on trouve le plus grand nombre de pictogrammes au Canada; plus grand site rupestre de la région sud du Bouclier canadien,44.89979,-77.187849
187,McAdam Railway Station (Canadian Pacific),Gare du Canadien Pacifique à McAdam,146 Saunders Road,<Null>,McAdam,New Brunswick,"Large Château style railway station, 1900",Vaste gare de style Château construite en 1900,45.590205,-67.328891
384,McCrae House,Maison McCrae,108 Water Street,On a pedestal,Guelph,Ontario,"Birthplace of author of ""In Flanders Fields""",Maison natale de l'auteur de «In Flanders Fields»,43.53615,-80.2448
69,McLean Mill,Moulin McLean,5633 Smith Road,<Null>,Port Alberni,British Columbia,"Lumber mill complex, buildings and equipment, 1926-27",Ensemble de bâtiments et matériel de scierie (1926-1927),49.3091,-124.827917
807,McMartin House,Maison McMartin,125 Gore Street,"Next to fence near sidewalk, 10 m in front of house, facing Harvey St.",Perth,Ontario,"Loyalist Georgian townhouse design, 1830-39",Maison urbaine de style néo-Georgien construite par des Loyalistes en 1830-1839,44.898227,-76.246898
390,McQuesten House / Whitehern,Maison McQuesten / Whitehern,41 Jackson Street West,<Null>,Hamilton,Ontario,"Fine town house with walled garden, 1850",Belle maison avec jardin fermé (1850),43.254571,-79.872039
36,Medalta Potteries,Poteries Medalta,"713 Medalta Avenue, off Industrial Ave. S.E",Interior brick wall,Medicine Hat,Alberta,Early 20th-century beehive kilns and manufacturing buildings,Fours ronds et bâtiments de manufacture datant du début du XXe siècle,50.031562,-110.650563
1930,Medicine Hat Clay Industries,Industrie de l'argile à Medicine Hat,703 Wood Street S.E.,<Null>,Medicine Hat,Alberta,Cultural landscape associated with the growth and diversification of the pottery industry,Paysage culturel associé à la croissance et à la diversification de l'industrie de la poterie,50.031367,-110.647958
217,Meductic Indian Village / Fort Meductic,Village indien de Médoctec / fort Meductic,"Fort Meductic Rd, off highway 165",Mounted on monument approximately 10 paces east of an NB survey marker no. 896,Meductic,New Brunswick,Principal settlement of the Maliseet First Nation from before the 17th century until the middle of the 18th century,Principal établissement malécite,46.025611,-67.539771
308,Melanson Settlement,Établissement-Melanson,<Null>,On a monument near parking lot of NHS,Lower Granville,Nova Scotia,"Pre-expulsion Acadian farm community, 1664-1755",Collectivité agricole acadienne d'avant la déportation (1664-1755),44.719092,-65.596098
2236,Memorial Tower,Tour commémorative,Parkhill Road,Sir Sandford Fleming Park,Halifax,Nova Scotia,Rare example of a building whose architectural design expresses well its purpose and meaning; prominent site speaks forcefully to Halifax’s special relationship with the British Empire,"Exemple rare de bâtiment dans la conception duquel on trouve un parfait reflet de l'intention commémorative, exprimée dans le caractère transitionnel de l'architecture",44.630058,-63.597331
429,Merrickville Blockhouse,Blockhaus de Merrickville,279 Saint Lawrence Street,mounted on north wall of buildling next to entrance.,Merrickville,Ontario,"Constructed for the protection of this lock station on the Rideau Canal, 1832-33",Construit pour la protection de ce poste d'éclusage sur le canal Rideau (1832-1833),44.916524,-75.837325
71,Metlakatla Pass,Passage Metlakatla,<Null>,<Null>,Pike Island,British Columbia,Winter villages of Tsimshian Peoples,Emplacement de villages habités l'hiver par des indiens Tsimshians,54.329988,-130.447301
145,Metropolitan Theatre,Théâtre Metropolitan,291 Donald Street,<Null>,Winnipeg,Manitoba,"First movie ""palace"" in Canada, 1919",Construit en 1919; première grande salle de cinéma au Canada,49.892854,-97.142638
15,Mewata Drill Hall / Calgary Drill Hall,Manège militaire Mewata / manège militaire de Calgary,801 11th St. SW,<Null>,Calgary,Alberta,"Outstanding, large-scale, World War I urban armoury, 1917-18",Vaste manège militaire urbain datant de la Première Guerre mondiale; édifice remarquable (1917-1918 ),51.04635,-114.08967
123,Miami Railway Station (Canadian Northern),Gare du Canadian Northern à Miami,Highway 23,<Null>,Miami,Manitoba,"Early Prairie branch line railway station, 1905","Vieille gare de ligne secondaire dans les Prairies, 1905",49.36984,-98.244152
522,Middleport Site,Site Middleport,<Null>,<Null>,Middleport,Ontario,"Archaeological site, Middle Ontario Iroquois","Site archéologique, stade moyen de la tradition iroquoise de l'Ontario",43.100854,-80.078204
422,Middlesex County Court House,Palais de justice du comté de Middlesex,399 Ridout Street North,<Null>,London,Ontario,"Castellated Gothic Revival court house, 1827-31",Palais de justice gothique à créneaux (1827-1831),42.98219,-81.253975
1792,Minister's Island,Minister's Island,<Null>,<Null>,Ministers Island,New Brunswick,Cultural landscape; seasonal estate begun in the late 19th-century by Sir William Van Horne,Paysage culturel; domaine d'utilisation saisonnière bâti à la fin du XIXe siècle par sir William Van Horne,45.104527,-67.045758
188,Minister's Island Pre-contact Sites,Sites archéologiques Minister's Island,<Null>,<Null>,Ministers Island,New Brunswick,"Pre-contact shell midden, 500 BC - 1500 AD","Amas coquillier de la pré-contact, de l'an 500 avant J.-C. à l'an 1500 après J.-C.",45.104527,-67.045758
189,Miscou Island Lighthouse,Phare de Miscou Island,<Null>,<Null>,Miscou Island,New Brunswick,Strategic Chaleur Bay octagonal colonial lighthouse,Phare colonial de forme octogonale de la baie des Chaleurs,48.009165,-64.492922
132,Miss Davis' School Residence / Twin Oaks,Pensionnat de Miss Davis / Twin Oaks,"corner of River Rd. and Oakfield Dr., Lot 51",across the road from NHSC,St. Andrews,Manitoba,"Girls' school, mid 1850s Red River architecture",École pour filles du milieu des années 1850; architecture typique de la région de la rivière Rouge,50.055551,-96.98767
2142,Mission of St. Ignace II,Mission St. Ignace II,<Null>,<Null>,Waubaushene,Ontario,"Destruction of Saint Ignace II and nearby Saint-Louis sealed the fate of the Huron- Wendat confederacy, leading to the abandonment of their traditional homeland","La destruction de Saint-Ignace II et de Saint-Louis a scellé le sort de la Confédération huronne-wendate, obligeant les nations huronnes à abandonner leur territoire traditionnel",44.723202,-79.718285
446,Mississauga Point Lighthouse,Phare de la pointe Mississauga,223 Queen Street,On outer wall of Fort Mississauga,Niagara-on-the-Lake,Ontario,"Frst lighthouse on great lakes, 1804","Emplacement du premier phare des Grands Lacs, 1804",43.261579,-79.076907
347,Mnjikaning Fish Weirs,Barrages de Pêche Mnjikaning,<Null>,<Null>,Atherley,Ontario,"Largest and best preserved wooden fish weirs known in eastern North America, in use from about 3300 B.C.","Les barrages de pêche en bois les plus gros et les mieux conservés dont on connaisse l'existence dans l'est de l'Amérique du Nord, ces barrages ayant servi d'environ 3300 av. J.-C.",44.603862,-79.369236
2204,Model City of Mount Royal,Cité modèle de Mont-Royal,<Null>,<Null>,Mont-Royal,Quebec,"Remarkable synthesis of urban renewal movements of the early 20th century, reflecting the influence of the City Beautiful, Garden City and Garden Suburb movements","Une remarquable synthèse des idées de revitalisation urbaine du début du xxe siècle, dans lesquelles on reconnaît la marque des mouvements City Beautiful, cité-jardin et banlieue-jardin",45.516563,-73.644847
660,Monklands / Villa Maria Convent,Monklands / couvent Villa Maria,4245 Décarie Boulevard,<Null>,Montréal,Quebec,"Palladian style, the official residence of the last Governor General in Montréal, constructed 1794-1803","Maison des gouverneurs généraux dans le style palladien, construite 1794-1803",45.481854,-73.617066
555,Montgomery's Tavern,Taverne de Montgomery,2384 Yonge Street (at Montgomery Ave.),on base of flag pole on the grounds of Postal Station 'A',Toronto,Ontario,Headquarters of leaders of 1837 rebellion,Quartier général des chefs de la Rébellion de 1837,43.709444,-79.399167
696,Montmorency Park,Parc Montmorency,Port-Dauphin and Côte de la Montagne Streets,<Null>,Québec,Quebec,Bishop's palace; Parliament of Canada 1851-55,"Emplacement de l'évêché, parlement du Canada-Uni de 1851 à 1855",46.813698,-71.204389
2199,Montréal Botanical Garden,Jardin botanique de Montréal,4101 Sherbrooke Street East,<Null>,Montréal,Quebec,One of the most important botanical gardens in the world by virtue of the extant of its collections and facilities,Un des plus importants jardins botaniques au monde,45.556379,-73.555995
662,Montréal City Hall,Hôtel de ville de Montréal,275 Notre-dame Street East,<Null>,Montréal,Quebec,"First single-purpose city hall, Second Empire style; 1872-78",Premier hôtel de ville à fonction unique; édifice de style Second Empire (1872-18),45.508857,-73.554232
